item_id,text,system,score
item-058,Given a shell transcript about tone rewriting: Rewrite this for a customer who is already annoyed.,gpt-4o,0
item-058,Given a shell transcript about tone rewriting: Rewrite this for a customer who is already annoyed.,claude-sonnet,0
item-058,Given a shell transcript about tone rewriting: Rewrite this for a customer who is already annoyed.,gemini-flash,0
item-058,Given a shell transcript about tone rewriting: Rewrite this for a customer who is already annoyed.,qwen-72b,0
item-059,Given a changelog about citation lookup: Name the file most likely to contain the bug.,gpt-4o-mini,1
item-059,Given a changelog about citation lookup: Name the file most likely to contain the bug.,llama-3-8b,1
item-059,Given a changelog about citation lookup: Name the file most likely to contain the bug.,mistral-7b,1
item-059,Given a changelog about citation lookup: Name the file most likely to contain the bug.,claude-haiku,0
item-059,Given a changelog about citation lookup: Name the file most likely to contain the bug.,gpt-4o,0
item-059,Given a changelog about citation lookup: Name the file most likely to contain the bug.,claude-sonnet,0
item-059,Given a changelog about citation lookup: Name the file most likely to contain the bug.,gemini-flash,0
item-059,Given a changelog about citation lookup: Name the file most likely to contain the bug.,qwen-72b,0
item-060,Given a git diff about arithmetic word problems: List the table names this touches.,gpt-4o-mini,1
item-060,Given a git diff about arithmetic word problems: List the table names this touches.,llama-3-8b,1
item-060,Given a git diff about arithmetic word problems: List the table names this touches.,mistral-7b,1
item-060,Given a git diff about arithmetic word problems: List the table names this touches.,claude-haiku,0
item-060,Given a git diff about arithmetic word problems: List the table names this touches.,gpt-4o,0
item-060,Given a git diff about arithmetic word problems: List the table names this touches.,claude-sonnet,0
item-060,Given a git diff about arithmetic word problems: List the table names this touches.,gemini-flash,0
item-060,Given a git diff about arithmetic word problems: List the table names this touches.,qwen-72b,0
item-061,"Given a CSV export about SQL generation: Say whether this describes a regression, in one word.",gpt-4o-mini,1
item-061,"Given a CSV export about SQL generation: Say whether this describes a regression, in one word.",llama-3-8b,1
item-061,"Given a CSV export about SQL generation: Say whether this describes a regression, in one word.",mistral-7b,1
item-061,"Given a CSV export about SQL generation: Say whether this describes a regression, in one word.",claude-haiku,0
item-061,"Given a CSV export about SQL generation: Say whether this describes a regression, in one word.",gpt-4o,0
item-061,"Given a CSV export about SQL generation: Say whether this describes a regression, in one word.",claude-sonnet,0
item-061,"Given a CSV export about SQL generation: Say whether this describes a regression, in one word.",gemini-flash,0
item-061,"Given a CSV export about SQL generation: Say whether this describes a regression, in one word.",qwen-72b,0
item-062,"Given a receipt about date parsing: Summarise what changed, in under twenty words.",gpt-4o-mini,1
item-062,"Given a receipt about date parsing: Summarise what changed, in under twenty words.",llama-3-8b,1
item-062,"Given a receipt about date parsing: Summarise what changed, in under twenty words.",mistral-7b,1
item-062,"Given a receipt about date parsing: Summarise what changed, in under twenty words.",claude-haiku,0
item-062,"Given a receipt about date parsing: Summarise what changed, in under twenty words.",gpt-4o,0
item-062,"Given a receipt about date parsing: Summarise what changed, in under twenty words.",claude-sonnet,0
item-062,"Given a receipt about date parsing: Summarise what changed, in under twenty words.",gemini-flash,0
item-062,"Given a receipt about date parsing: Summarise what changed, in under twenty words.",qwen-72b,0
item-063,Given a PR description about unit conversion: List the table names this touches.,gpt-4o-mini,1
item-063,Given a PR description about unit conversion: List the table names this touches.,llama-3-8b,1
item-063,Given a PR description about unit conversion: List the table names this touches.,mistral-7b,1
item-063,Given a PR description about unit conversion: List the table names this touches.,claude-haiku,0
item-063,Given a PR description about unit conversion: List the table names this touches.,gpt-4o,0
item-063,Given a PR description about unit conversion: List the table names this touches.,claude-sonnet,0
item-063,Given a PR description about unit conversion: List the table names this touches.,gemini-flash,0
item-063,Given a PR description about unit conversion: List the table names this touches.,qwen-72b,0
item-064,Given a receipt about JSON extraction: Extract every date and normalise it to ISO 8601.,gpt-4o-mini,1
item-064,Given a receipt about JSON extraction: Extract every date and normalise it to ISO 8601.,llama-3-8b,1
item-064,Given a receipt about JSON extraction: Extract every date and normalise it to ISO 8601.,mistral-7b,1
item-064,Given a receipt about JSON extraction: Extract every date and normalise it to ISO 8601.,claude-haiku,0
item-064,Given a receipt about JSON extraction: Extract every date and normalise it to ISO 8601.,gpt-4o,0
item-064,Given a receipt about JSON extraction: Extract every date and normalise it to ISO 8601.,claude-sonnet,0
item-064,Given a receipt about JSON extraction: Extract every date and normalise it to ISO 8601.,gemini-flash,0
item-064,Given a receipt about JSON extraction: Extract every date and normalise it to ISO 8601.,qwen-72b,0
item-065,Given a support ticket about summarisation: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,1
item-065,Given a support ticket about summarisation: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,1
item-065,Given a support ticket about summarisation: Give the smallest regex that matches all of these and nothing else.,mistral-7b,1
item-065,Given a support ticket about summarisation: Give the smallest regex that matches all of these and nothing else.,claude-haiku,0
item-065,Given a support ticket about summarisation: Give the smallest regex that matches all of these and nothing else.,gpt-4o,0
item-065,Given a support ticket about summarisation: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,0
item-065,Given a support ticket about summarisation: Give the smallest regex that matches all of these and nothing else.,gemini-flash,0
item-065,Given a support ticket about summarisation: Give the smallest regex that matches all of these and nothing else.,qwen-72b,0
item-066,"Given a config file about code review: Say whether this describes a regression, in one word.",gpt-4o-mini,1
item-066,"Given a config file about code review: Say whether this describes a regression, in one word.",llama-3-8b,1
item-066,"Given a config file about code review: Say whether this describes a regression, in one word.",mistral-7b,0
item-066,"Given a config file about code review: Say whether this describes a regression, in one word.",claude-haiku,0
item-066,"Given a config file about code review: Say whether this describes a regression, in one word.",gpt-4o,1
item-066,"Given a config file about code review: Say whether this describes a regression, in one word.",claude-sonnet,1
item-066,"Given a config file about code review: Say whether this describes a regression, in one word.",gemini-flash,0
item-066,"Given a config file about code review: Say whether this describes a regression, in one word.",qwen-72b,0
item-067,Given a support ticket about regex writing: Extract every date and normalise it to ISO 8601.,gpt-4o-mini,0
item-067,Given a support ticket about regex writing: Extract every date and normalise it to ISO 8601.,llama-3-8b,1
item-067,Given a support ticket about regex writing: Extract every date and normalise it to ISO 8601.,mistral-7b,1
item-067,Given a support ticket about regex writing: Extract every date and normalise it to ISO 8601.,claude-haiku,0
item-067,Given a support ticket about regex writing: Extract every date and normalise it to ISO 8601.,gpt-4o,1
item-067,Given a support ticket about regex writing: Extract every date and normalise it to ISO 8601.,claude-sonnet,0
item-067,Given a support ticket about regex writing: Extract every date and normalise it to ISO 8601.,gemini-flash,1
item-067,Given a support ticket about regex writing: Extract every date and normalise it to ISO 8601.,qwen-72b,1
item-068,Given a config file about tone rewriting: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,0
item-068,Given a config file about tone rewriting: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,0
item-068,Given a config file about tone rewriting: Give the smallest regex that matches all of these and nothing else.,mistral-7b,1
item-068,Given a config file about tone rewriting: Give the smallest regex that matches all of these and nothing else.,claude-haiku,0
item-068,Given a config file about tone rewriting: Give the smallest regex that matches all of these and nothing else.,gpt-4o,0
item-068,Given a config file about tone rewriting: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,1
item-068,Given a config file about tone rewriting: Give the smallest regex that matches all of these and nothing else.,gemini-flash,1
item-068,Given a config file about tone rewriting: Give the smallest regex that matches all of these and nothing else.,qwen-72b,1
item-069,Given a log line about citation lookup: Return the total as a number with no currency symbol.,gpt-4o-mini,0
item-069,Given a log line about citation lookup: Return the total as a number with no currency symbol.,llama-3-8b,0
item-069,Given a log line about citation lookup: Return the total as a number with no currency symbol.,mistral-7b,0
item-069,Given a log line about citation lookup: Return the total as a number with no currency symbol.,claude-haiku,0
item-069,Given a log line about citation lookup: Return the total as a number with no currency symbol.,gpt-4o,1
item-069,Given a log line about citation lookup: Return the total as a number with no currency symbol.,claude-sonnet,1
item-069,Given a log line about citation lookup: Return the total as a number with no currency symbol.,gemini-flash,1
item-069,Given a log line about citation lookup: Return the total as a number with no currency symbol.,qwen-72b,0
item-070,"Given a PR description about arithmetic word problems: Summarise what changed, in under twenty words.",gpt-4o-mini,1
item-070,"Given a PR description about arithmetic word problems: Summarise what changed, in under twenty words.",llama-3-8b,0
item-070,"Given a PR description about arithmetic word problems: Summarise what changed, in under twenty words.",mistral-7b,1
item-070,"Given a PR description about arithmetic word problems: Summarise what changed, in under twenty words.",claude-haiku,1
item-070,"Given a PR description about arithmetic word problems: Summarise what changed, in under twenty words.",gpt-4o,0
item-070,"Given a PR description about arithmetic word problems: Summarise what changed, in under twenty words.",claude-sonnet,1
item-070,"Given a PR description about arithmetic word problems: Summarise what changed, in under twenty words.",gemini-flash,0
item-070,"Given a PR description about arithmetic word problems: Summarise what changed, in under twenty words.",qwen-72b,0
item-071,Given a stack trace about SQL generation: Rewrite this for a customer who is already annoyed.,gpt-4o-mini,1
item-071,Given a stack trace about SQL generation: Rewrite this for a customer who is already annoyed.,llama-3-8b,0
item-071,Given a stack trace about SQL generation: Rewrite this for a customer who is already annoyed.,mistral-7b,1
item-071,Given a stack trace about SQL generation: Rewrite this for a customer who is already annoyed.,claude-haiku,0
item-071,Given a stack trace about SQL generation: Rewrite this for a customer who is already annoyed.,gpt-4o,1
item-071,Given a stack trace about SQL generation: Rewrite this for a customer who is already annoyed.,claude-sonnet,1
item-071,Given a stack trace about SQL generation: Rewrite this for a customer who is already annoyed.,gemini-flash,1
item-071,Given a stack trace about SQL generation: Rewrite this for a customer who is already annoyed.,qwen-72b,0
item-072,Given a git diff about date parsing: Return the total as a number with no currency symbol.,gpt-4o-mini,1
item-072,Given a git diff about date parsing: Return the total as a number with no currency symbol.,llama-3-8b,0
item-072,Given a git diff about date parsing: Return the total as a number with no currency symbol.,mistral-7b,0
item-072,Given a git diff about date parsing: Return the total as a number with no currency symbol.,claude-haiku,1
item-072,Given a git diff about date parsing: Return the total as a number with no currency symbol.,gpt-4o,1
item-072,Given a git diff about date parsing: Return the total as a number with no currency symbol.,claude-sonnet,1
item-072,Given a git diff about date parsing: Return the total as a number with no currency symbol.,gemini-flash,0
item-072,Given a git diff about date parsing: Return the total as a number with no currency symbol.,qwen-72b,1
item-073,Given a config file about unit conversion: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,1
item-073,Given a config file about unit conversion: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,0
item-073,Given a config file about unit conversion: Give the smallest regex that matches all of these and nothing else.,mistral-7b,0
item-073,Given a config file about unit conversion: Give the smallest regex that matches all of these and nothing else.,claude-haiku,1
item-073,Given a config file about unit conversion: Give the smallest regex that matches all of these and nothing else.,gpt-4o,1
item-073,Given a config file about unit conversion: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,0
item-073,Given a config file about unit conversion: Give the smallest regex that matches all of these and nothing else.,gemini-flash,1
item-073,Given a config file about unit conversion: Give the smallest regex that matches all of these and nothing else.,qwen-72b,1
item-074,"Given a git diff about JSON extraction: Say whether this describes a regression, in one word.",gpt-4o-mini,0
item-074,"Given a git diff about JSON extraction: Say whether this describes a regression, in one word.",llama-3-8b,0
item-074,"Given a git diff about JSON extraction: Say whether this describes a regression, in one word.",mistral-7b,1
item-074,"Given a git diff about JSON extraction: Say whether this describes a regression, in one word.",claude-haiku,1
item-074,"Given a git diff about JSON extraction: Say whether this describes a regression, in one word.",gpt-4o,1
item-074,"Given a git diff about JSON extraction: Say whether this describes a regression, in one word.",claude-sonnet,0
item-074,"Given a git diff about JSON extraction: Say whether this describes a regression, in one word.",gemini-flash,0
item-074,"Given a git diff about JSON extraction: Say whether this describes a regression, in one word.",qwen-72b,0
item-075,Given a PR description about summarisation: Extract every date and normalise it to ISO 8601.,gpt-4o-mini,0
item-075,Given a PR description about summarisation: Extract every date and normalise it to ISO 8601.,llama-3-8b,0
item-075,Given a PR description about summarisation: Extract every date and normalise it to ISO 8601.,mistral-7b,1
item-075,Given a PR description about summarisation: Extract every date and normalise it to ISO 8601.,claude-haiku,1
item-075,Given a PR description about summarisation: Extract every date and normalise it to ISO 8601.,gpt-4o,1
item-075,Given a PR description about summarisation: Extract every date and normalise it to ISO 8601.,claude-sonnet,1
item-075,Given a PR description about summarisation: Extract every date and normalise it to ISO 8601.,gemini-flash,1
item-075,Given a PR description about summarisation: Extract every date and normalise it to ISO 8601.,qwen-72b,1
item-076,Given a receipt about code review: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,1
item-076,Given a receipt about code review: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,1
item-076,Given a receipt about code review: Give the smallest regex that matches all of these and nothing else.,mistral-7b,1
item-076,Given a receipt about code review: Give the smallest regex that matches all of these and nothing else.,claude-haiku,0
item-076,Given a receipt about code review: Give the smallest regex that matches all of these and nothing else.,gpt-4o,1
item-076,Given a receipt about code review: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,1
item-076,Given a receipt about code review: Give the smallest regex that matches all of these and nothing else.,gemini-flash,1
item-076,Given a receipt about code review: Give the smallest regex that matches all of these and nothing else.,qwen-72b,0
item-077,"Given a support ticket about regex writing: Say whether this describes a regression, in one word.",gpt-4o-mini,0
item-077,"Given a support ticket about regex writing: Say whether this describes a regression, in one word.",llama-3-8b,0
item-077,"Given a support ticket about regex writing: Say whether this describes a regression, in one word.",mistral-7b,1
item-077,"Given a support ticket about regex writing: Say whether this describes a regression, in one word.",claude-haiku,1
item-077,"Given a support ticket about regex writing: Say whether this describes a regression, in one word.",gpt-4o,1
item-077,"Given a support ticket about regex writing: Say whether this describes a regression, in one word.",claude-sonnet,1
item-077,"Given a support ticket about regex writing: Say whether this describes a regression, in one word.",gemini-flash,1
item-077,"Given a support ticket about regex writing: Say whether this describes a regression, in one word.",qwen-72b,1
item-078,"Given a config file about tone rewriting: Summarise what changed, in under twenty words.",gpt-4o-mini,0
item-078,"Given a config file about tone rewriting: Summarise what changed, in under twenty words.",llama-3-8b,1
item-078,"Given a config file about tone rewriting: Summarise what changed, in under twenty words.",mistral-7b,0
item-078,"Given a config file about tone rewriting: Summarise what changed, in under twenty words.",claude-haiku,1
item-078,"Given a config file about tone rewriting: Summarise what changed, in under twenty words.",gpt-4o,0
item-078,"Given a config file about tone rewriting: Summarise what changed, in under twenty words.",claude-sonnet,1
item-078,"Given a config file about tone rewriting: Summarise what changed, in under twenty words.",gemini-flash,1
item-078,"Given a config file about tone rewriting: Summarise what changed, in under twenty words.",qwen-72b,0
item-079,Given a support ticket about citation lookup: List the table names this touches.,gpt-4o-mini,1
item-079,Given a support ticket about citation lookup: List the table names this touches.,llama-3-8b,1
item-079,Given a support ticket about citation lookup: List the table names this touches.,mistral-7b,0
item-079,Given a support ticket about citation lookup: List the table names this touches.,claude-haiku,1
item-079,Given a support ticket about citation lookup: List the table names this touches.,gpt-4o,1
item-079,Given a support ticket about citation lookup: List the table names this touches.,claude-sonnet,1
item-079,Given a support ticket about citation lookup: List the table names this touches.,gemini-flash,0
item-079,Given a support ticket about citation lookup: List the table names this touches.,qwen-72b,1
item-080,Given an email thread about arithmetic word problems: Extract every date and normalise it to ISO 8601.,gpt-4o-mini,0
item-080,Given an email thread about arithmetic word problems: Extract every date and normalise it to ISO 8601.,llama-3-8b,1
item-080,Given an email thread about arithmetic word problems: Extract every date and normalise it to ISO 8601.,mistral-7b,1
item-080,Given an email thread about arithmetic word problems: Extract every date and normalise it to ISO 8601.,claude-haiku,1
item-080,Given an email thread about arithmetic word problems: Extract every date and normalise it to ISO 8601.,gpt-4o,1
item-080,Given an email thread about arithmetic word problems: Extract every date and normalise it to ISO 8601.,claude-sonnet,0
item-080,Given an email thread about arithmetic word problems: Extract every date and normalise it to ISO 8601.,gemini-flash,0
item-080,Given an email thread about arithmetic word problems: Extract every date and normalise it to ISO 8601.,qwen-72b,0
item-081,Given a changelog about SQL generation: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,1
item-081,Given a changelog about SQL generation: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,1
item-081,Given a changelog about SQL generation: Give the smallest regex that matches all of these and nothing else.,mistral-7b,1
item-081,Given a changelog about SQL generation: Give the smallest regex that matches all of these and nothing else.,claude-haiku,1
item-081,Given a changelog about SQL generation: Give the smallest regex that matches all of these and nothing else.,gpt-4o,1
item-081,Given a changelog about SQL generation: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,0
item-081,Given a changelog about SQL generation: Give the smallest regex that matches all of these and nothing else.,gemini-flash,0
item-081,Given a changelog about SQL generation: Give the smallest regex that matches all of these and nothing else.,qwen-72b,1
item-082,"Given a shell transcript about date parsing: Say whether this describes a regression, in one word.",gpt-4o-mini,0
item-082,"Given a shell transcript about date parsing: Say whether this describes a regression, in one word.",llama-3-8b,1
item-082,"Given a shell transcript about date parsing: Say whether this describes a regression, in one word.",mistral-7b,0
item-082,"Given a shell transcript about date parsing: Say whether this describes a regression, in one word.",claude-haiku,0
item-082,"Given a shell transcript about date parsing: Say whether this describes a regression, in one word.",gpt-4o,1
item-082,"Given a shell transcript about date parsing: Say whether this describes a regression, in one word.",claude-sonnet,1
item-082,"Given a shell transcript about date parsing: Say whether this describes a regression, in one word.",gemini-flash,1
item-082,"Given a shell transcript about date parsing: Say whether this describes a regression, in one word.",qwen-72b,0
item-083,Given a stack trace about unit conversion: Name the file most likely to contain the bug.,gpt-4o-mini,1
item-083,Given a stack trace about unit conversion: Name the file most likely to contain the bug.,llama-3-8b,0
item-083,Given a stack trace about unit conversion: Name the file most likely to contain the bug.,mistral-7b,0
item-083,Given a stack trace about unit conversion: Name the file most likely to contain the bug.,claude-haiku,1
item-083,Given a stack trace about unit conversion: Name the file most likely to contain the bug.,gpt-4o,1
item-083,Given a stack trace about unit conversion: Name the file most likely to contain the bug.,claude-sonnet,0
item-083,Given a stack trace about unit conversion: Name the file most likely to contain the bug.,gemini-flash,1
item-083,Given a stack trace about unit conversion: Name the file most likely to contain the bug.,qwen-72b,1
item-084,Given a support ticket about JSON extraction: List the table names this touches.,gpt-4o-mini,1
item-084,Given a support ticket about JSON extraction: List the table names this touches.,llama-3-8b,0
item-084,Given a support ticket about JSON extraction: List the table names this touches.,mistral-7b,1
item-084,Given a support ticket about JSON extraction: List the table names this touches.,claude-haiku,1
item-084,Given a support ticket about JSON extraction: List the table names this touches.,gpt-4o,1
item-084,Given a support ticket about JSON extraction: List the table names this touches.,claude-sonnet,1
item-084,Given a support ticket about JSON extraction: List the table names this touches.,gemini-flash,0
item-084,Given a support ticket about JSON extraction: List the table names this touches.,qwen-72b,1
item-085,"Given a config file about summarisation: Say whether this describes a regression, in one word.",gpt-4o-mini,0
item-085,"Given a config file about summarisation: Say whether this describes a regression, in one word.",llama-3-8b,0
item-085,"Given a config file about summarisation: Say whether this describes a regression, in one word.",mistral-7b,0
item-085,"Given a config file about summarisation: Say whether this describes a regression, in one word.",claude-haiku,1
item-085,"Given a config file about summarisation: Say whether this describes a regression, in one word.",gpt-4o,1
item-085,"Given a config file about summarisation: Say whether this describes a regression, in one word.",claude-sonnet,1
item-085,"Given a config file about summarisation: Say whether this describes a regression, in one word.",gemini-flash,1
item-085,"Given a config file about summarisation: Say whether this describes a regression, in one word.",qwen-72b,1
item-086,Given a git diff about code review: Name the file most likely to contain the bug.,gpt-4o-mini,0
item-086,Given a git diff about code review: Name the file most likely to contain the bug.,llama-3-8b,0
item-086,Given a git diff about code review: Name the file most likely to contain the bug.,mistral-7b,0
item-086,Given a git diff about code review: Name the file most likely to contain the bug.,claude-haiku,0
item-086,Given a git diff about code review: Name the file most likely to contain the bug.,gpt-4o,1
item-086,Given a git diff about code review: Name the file most likely to contain the bug.,claude-sonnet,1
item-086,Given a git diff about code review: Name the file most likely to contain the bug.,gemini-flash,1
item-086,Given a git diff about code review: Name the file most likely to contain the bug.,qwen-72b,1
item-087,Given an email thread about regex writing: Rewrite this for a customer who is already annoyed.,gpt-4o-mini,0
item-087,Given an email thread about regex writing: Rewrite this for a customer who is already annoyed.,llama-3-8b,1
item-087,Given an email thread about regex writing: Rewrite this for a customer who is already annoyed.,mistral-7b,0
item-087,Given an email thread about regex writing: Rewrite this for a customer who is already annoyed.,claude-haiku,1
item-087,Given an email thread about regex writing: Rewrite this for a customer who is already annoyed.,gpt-4o,1
item-087,Given an email thread about regex writing: Rewrite this for a customer who is already annoyed.,claude-sonnet,1
item-087,Given an email thread about regex writing: Rewrite this for a customer who is already annoyed.,gemini-flash,1
item-087,Given an email thread about regex writing: Rewrite this for a customer who is already annoyed.,qwen-72b,1
item-088,Given a receipt about tone rewriting: Extract every date and normalise it to ISO 8601.,gpt-4o-mini,1
item-088,Given a receipt about tone rewriting: Extract every date and normalise it to ISO 8601.,llama-3-8b,1
item-088,Given a receipt about tone rewriting: Extract every date and normalise it to ISO 8601.,mistral-7b,0
item-088,Given a receipt about tone rewriting: Extract every date and normalise it to ISO 8601.,claude-haiku,1
item-088,Given a receipt about tone rewriting: Extract every date and normalise it to ISO 8601.,gpt-4o,0
item-088,Given a receipt about tone rewriting: Extract every date and normalise it to ISO 8601.,claude-sonnet,1
item-088,Given a receipt about tone rewriting: Extract every date and normalise it to ISO 8601.,gemini-flash,1
item-088,Given a receipt about tone rewriting: Extract every date and normalise it to ISO 8601.,qwen-72b,0
item-089,Given a support ticket about citation lookup: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,1
item-089,Given a support ticket about citation lookup: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,0
item-089,Given a support ticket about citation lookup: Give the smallest regex that matches all of these and nothing else.,mistral-7b,0
item-089,Given a support ticket about citation lookup: Give the smallest regex that matches all of these and nothing else.,claude-haiku,0
item-089,Given a support ticket about citation lookup: Give the smallest regex that matches all of these and nothing else.,gpt-4o,0
item-089,Given a support ticket about citation lookup: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,1
item-089,Given a support ticket about citation lookup: Give the smallest regex that matches all of these and nothing else.,gemini-flash,1
item-089,Given a support ticket about citation lookup: Give the smallest regex that matches all of these and nothing else.,qwen-72b,0
item-090,"Given a config file about arithmetic word problems: Say whether this describes a regression, in one word.",gpt-4o-mini,0
item-090,"Given a config file about arithmetic word problems: Say whether this describes a regression, in one word.",llama-3-8b,1
item-090,"Given a config file about arithmetic word problems: Say whether this describes a regression, in one word.",mistral-7b,0
item-090,"Given a config file about arithmetic word problems: Say whether this describes a regression, in one word.",claude-haiku,1
item-090,"Given a config file about arithmetic word problems: Say whether this describes a regression, in one word.",gpt-4o,1
item-090,"Given a config file about arithmetic word problems: Say whether this describes a regression, in one word.",claude-sonnet,0
item-090,"Given a config file about arithmetic word problems: Say whether this describes a regression, in one word.",gemini-flash,1
item-090,"Given a config file about arithmetic word problems: Say whether this describes a regression, in one word.",qwen-72b,0
item-091,Given a git diff about SQL generation: Name the file most likely to contain the bug.,gpt-4o-mini,1
item-091,Given a git diff about SQL generation: Name the file most likely to contain the bug.,llama-3-8b,1
item-091,Given a git diff about SQL generation: Name the file most likely to contain the bug.,mistral-7b,1
item-091,Given a git diff about SQL generation: Name the file most likely to contain the bug.,claude-haiku,1
item-091,Given a git diff about SQL generation: Name the file most likely to contain the bug.,gpt-4o,0
item-091,Given a git diff about SQL generation: Name the file most likely to contain the bug.,claude-sonnet,1
item-091,Given a git diff about SQL generation: Name the file most likely to contain the bug.,gemini-flash,1
item-091,Given a git diff about SQL generation: Name the file most likely to contain the bug.,qwen-72b,1
item-092,Given a PR description about date parsing: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,0
item-092,Given a PR description about date parsing: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,1
item-092,Given a PR description about date parsing: Give the smallest regex that matches all of these and nothing else.,mistral-7b,0
item-092,Given a PR description about date parsing: Give the smallest regex that matches all of these and nothing else.,claude-haiku,0
item-092,Given a PR description about date parsing: Give the smallest regex that matches all of these and nothing else.,gpt-4o,1
item-092,Given a PR description about date parsing: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,1
item-092,Given a PR description about date parsing: Give the smallest regex that matches all of these and nothing else.,gemini-flash,1
item-092,Given a PR description about date parsing: Give the smallest regex that matches all of these and nothing else.,qwen-72b,1
item-093,"Given a changelog about unit conversion: Say whether this describes a regression, in one word.",gpt-4o-mini,1
item-093,"Given a changelog about unit conversion: Say whether this describes a regression, in one word.",llama-3-8b,1
item-093,"Given a changelog about unit conversion: Say whether this describes a regression, in one word.",mistral-7b,0
item-093,"Given a changelog about unit conversion: Say whether this describes a regression, in one word.",claude-haiku,1
item-093,"Given a changelog about unit conversion: Say whether this describes a regression, in one word.",gpt-4o,1
item-093,"Given a changelog about unit conversion: Say whether this describes a regression, in one word.",claude-sonnet,1
item-093,"Given a changelog about unit conversion: Say whether this describes a regression, in one word.",gemini-flash,0
item-093,"Given a changelog about unit conversion: Say whether this describes a regression, in one word.",qwen-72b,0
item-094,Given a shell transcript about JSON extraction: Name the file most likely to contain the bug.,gpt-4o-mini,0
item-094,Given a shell transcript about JSON extraction: Name the file most likely to contain the bug.,llama-3-8b,1
item-094,Given a shell transcript about JSON extraction: Name the file most likely to contain the bug.,mistral-7b,1
item-094,Given a shell transcript about JSON extraction: Name the file most likely to contain the bug.,claude-haiku,1
item-094,Given a shell transcript about JSON extraction: Name the file most likely to contain the bug.,gpt-4o,1
item-094,Given a shell transcript about JSON extraction: Name the file most likely to contain the bug.,claude-sonnet,1
item-094,Given a shell transcript about JSON extraction: Name the file most likely to contain the bug.,gemini-flash,0
item-094,Given a shell transcript about JSON extraction: Name the file most likely to contain the bug.,qwen-72b,1
item-095,Given a changelog about summarisation: List the table names this touches.,gpt-4o-mini,1
item-095,Given a changelog about summarisation: List the table names this touches.,llama-3-8b,0
item-095,Given a changelog about summarisation: List the table names this touches.,mistral-7b,0
item-095,Given a changelog about summarisation: List the table names this touches.,claude-haiku,0
item-095,Given a changelog about summarisation: List the table names this touches.,gpt-4o,0
item-095,Given a changelog about summarisation: List the table names this touches.,claude-sonnet,1
item-095,Given a changelog about summarisation: List the table names this touches.,gemini-flash,1
item-095,Given a changelog about summarisation: List the table names this touches.,qwen-72b,1
item-096,Given an invoice about code review: Return the total as a number with no currency symbol.,gpt-4o-mini,1
item-096,Given an invoice about code review: Return the total as a number with no currency symbol.,llama-3-8b,1
item-096,Given an invoice about code review: Return the total as a number with no currency symbol.,mistral-7b,1
item-096,Given an invoice about code review: Return the total as a number with no currency symbol.,claude-haiku,0
item-096,Given an invoice about code review: Return the total as a number with no currency symbol.,gpt-4o,1
item-096,Given an invoice about code review: Return the total as a number with no currency symbol.,claude-sonnet,1
item-096,Given an invoice about code review: Return the total as a number with no currency symbol.,gemini-flash,1
item-096,Given an invoice about code review: Return the total as a number with no currency symbol.,qwen-72b,1
item-097,"Given an email thread about regex writing: Summarise what changed, in under twenty words.",gpt-4o-mini,0
item-097,"Given an email thread about regex writing: Summarise what changed, in under twenty words.",llama-3-8b,1
item-097,"Given an email thread about regex writing: Summarise what changed, in under twenty words.",mistral-7b,1
item-097,"Given an email thread about regex writing: Summarise what changed, in under twenty words.",claude-haiku,1
item-097,"Given an email thread about regex writing: Summarise what changed, in under twenty words.",gpt-4o,1
item-097,"Given an email thread about regex writing: Summarise what changed, in under twenty words.",claude-sonnet,1
item-097,"Given an email thread about regex writing: Summarise what changed, in under twenty words.",gemini-flash,1
item-097,"Given an email thread about regex writing: Summarise what changed, in under twenty words.",qwen-72b,1
item-098,"Given a log line about tone rewriting: Say whether this describes a regression, in one word.",gpt-4o-mini,0
item-098,"Given a log line about tone rewriting: Say whether this describes a regression, in one word.",llama-3-8b,0
item-098,"Given a log line about tone rewriting: Say whether this describes a regression, in one word.",mistral-7b,1
item-098,"Given a log line about tone rewriting: Say whether this describes a regression, in one word.",claude-haiku,0
item-098,"Given a log line about tone rewriting: Say whether this describes a regression, in one word.",gpt-4o,1
item-098,"Given a log line about tone rewriting: Say whether this describes a regression, in one word.",claude-sonnet,1
